STATE,DISTRICT,Storage name,Address,Manager Name,capacity
Andhra Pradesh,Guntur,Boppudi Cold Storage Pvt Ltd,NH 5 BOPPUDI VILAGE CHILAKALURIPET MANDAL,Kumar,3200
Andhra Pradesh,Guntur,Brahmari Cold Storage,ANKIREDDYPALLI,Nagaraju,7943
Andhra Pradesh,Guntur,C R Cold Storage Pvt Ltd,,Shri K Ramesh Krishna Chandra,9875
Andhra Pradesh,Guntur,C.R Cold Storage,"NH 5 YODLA PUDU( VI,M)",Ravichandra,
Andhra Pradesh,Guntur,CHILKALURIPET,,C.C.J.Mathew,24370
Andhra Pradesh,Guntur,Ch. Venkata Lakshmamma,"R S No.346/1, 346/2, 346/3, 345/1, 345/2 At Govada Gram Panchayat, Cherukupalli Mandal Guntur",,718.59
Andhra Pradesh,Guntur,Chandramukhi Cold Storage,ANKIREDDY PALEM NH-5,Chandramouli,
Andhra Pradesh,Guntur,Chandu Vani & Chandu Koteshwara Rao,"Panchayati Road, Burripalem Village, Tenali Mandal",,264.917
Andhra Pradesh,Guntur,Chilakaluripet,"New Market Yard, Chilakaluripet",,2000
Andhra Pradesh,Guntur,Chilakaluripet Cold Storage Pvt Ltd,NH5 TATA PUDI VILAGE CHPETA MANDAL,Ramarao,8000
Andhra Pradesh,Guntur,Chilakaluripet Cold Storage Pvt. Ltd,Murkipudi,,6921
Andhra Pradesh,Guntur,DUGGIRALA,,B.Vijaya Singh,10100
Andhra Pradesh,Guntur,Dasu,ANKIREDDY PALEM NH-5BY PASS ROAD,Syam,8086
Andhra Pradesh,Guntur,Davuluri Rama Rao,Komerapudi/Guntur,,179.22
Andhra Pradesh,Guntur,Desu Mohan Samudriah,"Ipuru, Kollur Mandal",,370
Andhra Pradesh,Guntur,"Devarapalli Anil Babu, S/O Satyadasu","Narsayapalem Village, Bapatla Mandal",,140
Andhra Pradesh,Guntur,Dhanalakshmi Cold Storage,NEAR MIRCH YARD,Ramulu,1675
Andhra Pradesh,Guntur,Dhanalakshmi Cold Storage,"OPP.MIRCHI YARD,LALPURAM, LINK ROAD",KRKSastri,5060
Andhra Pradesh,Guntur,Dhanekula Cold Storage,BY PASS JUNCTION,Sridhar,
Andhra Pradesh,Guntur,Dhanyalaxmi Cold Storage Pvt Ltd,GURAJALA VILAGE MANDAL,V.Suresh,5000
Andhra Pradesh,Guntur,Driveway Cold Storage,LALPURAM NH-5 PROGRAM BY PAS,A Subbarao,4510
Andhra Pradesh,Guntur,E. Kanaka Reddy S/O Venkata Reddy,"D.No.1-36, Ward No.1, Survey No.123 A3, Tsunduru Gram Panchayat & Mandal, Guntur District",,139
Andhra Pradesh,Guntur,Frozen Industries,AUTO NAGAR,Prasad,
Andhra Pradesh,Guntur,G. Murali Krishna Reddy,Tsunduru Post And Mandal,,428
Andhra Pradesh,Guntur,"G. Seetharamaiah , S/O Satyanarayana","Door No. 4-118, Gayatri Nagar , Kollur Post , Kollur Mandal",,285
Andhra Pradesh,Guntur,G.S.R. Cold Storage Pvt Ltd,CHPETA ROAD LAALAPURAM PANVHAITI,Sriharirao,10000
Andhra Pradesh,Guntur,G.V.A.Narasimha Raju,"Karlapalem Vilage, Bapatla",,4769.62
Andhra Pradesh,Guntur,G.V.R Cold Storage,"NEW AMC YARD, DUGGIRALA",Surendrareddy,
Andhra Pradesh,Guntur,G.Vijaya Kumar Varma,"Karlapalem Vilage, Bapatla",,4769.62
Andhra Pradesh,Guntur,GSR Cold Storage,Ankireddy Palam,,4098.83
Andhra Pradesh,Guntur,GUNTUR,,M. Usha Rani,27920
Andhra Pradesh,Guntur,Gaddipati Lakshminarayana,Munipalle/Guntur,,119
Andhra Pradesh,Guntur,Gajula Venkateswarlu,"D.No.507-1, 3&576-3, Arumbaka Sivaru, Cherukapalle Mandal, Guntur Dist.",,318
Andhra Pradesh,Guntur,Ganapthi Cold Storage,MIRCHI YARD,Dhapul,3000
Andhra Pradesh,Guntur,"Gara Srinivasa Rao,S/O Bangaraiah","Survey No.62/1, Ward No.5, Vaddimukkala Village, Post Ponnur Mandal, Guntur 522 124",,157
Andhra Pradesh,Guntur,Giridhar Cold Storage,NEAR MIRCHI YARD,T Snehalatha,3000
Andhra Pradesh,Guntur,Govada Venkatappaiah,"R.S. No. 161/1, Mulukuduru Village And Post, Ponnur Mandal",,291
Andhra Pradesh,Guntur,"Gudibandi Sambi Reddy, S/O Subba Reddy","Gudibandivaripalem Of Kollipara Village, Kollipara Mandal",,140
Andhra Pradesh,Guntur,"Gudibandi Subba Reddy, W/O Nagi Reddy","Gudibandivaripalem To Kollipara , Kollipara Road, 1st Ward, Gudibandivaripalem Hamlet, Kollipara Village And Mandal, Guntur",,200
Andhra Pradesh,Guntur,Guntur Cold Storage,"SUBBAREDDY NAGAR ANKIREDDY PALEM, NEAR CHECK POST",Suvaprasad,3250
Andhra Pradesh,Guntur,Guntur Cold Storage,"SUBBAREDDY NAGAR,ANKIREDDY PALEM",Ramesh,2833
Andhra Pradesh,Guntur,Hari Prasad Rural Godown ( Yaralagadda Harivara Prasad Rao ),"Narasayapalem Village, Baptala Mandal",,126
Andhra Pradesh,Guntur,Himagiri Cold Storage,NALLAPADU ROAD,Srimanrayanaa,3500
Andhra Pradesh,Guntur,Icv City Cold Storage,VINUKONDAM,Srikanth,
Andhra Pradesh,Guntur,Inkollu Vara Prasada Rao,"D.No.209/4, Village & Mandal : Nagaram",,471
Andhra Pradesh,Guntur,Inkollu Venkateswara Rao,"D.No.209/4, Village & Mandal : Nagaram",,420
Andhra Pradesh,Guntur,Ipur,Ippur And Vellatur,,3000
Andhra Pradesh,Guntur,Issac Rural Godown ( Dasi Issac ),"Narasayapalem Village, Baptala Mandal",,184
Andhra Pradesh,Guntur,J Balagandhi Raju,Nadikudi,,4769.62
Andhra Pradesh,Guntur,J Padmavati,Nadikudi,,4769.62
Andhra Pradesh,Guntur,Jagadamba Cold Storage,ANKIREDDY PALEM NH-5,T Naresh,
Andhra Pradesh,Guntur,Jai Balaji Cold Storage,Kubadpuram,,7181
Andhra Pradesh,Guntur,Jaibalaji Cold Storage Pvt Ltd,GUNTUR ROAD KOTANEMALIPURI VILAGE RAJUPALEM MANDAL,K.Rameshbabu,4000
Andhra Pradesh,Guntur,Jampani Bala Tripura Sundari Devi & Jampani Ram Mohan Rao,"R.S.No. 58-8, Mulukuduru Village, Ponnur Mandalam, Guntur District",,184.285
Andhra Pradesh,Guntur,Janataseva Cold Storage,"LALPURAM, ANKI REDDY PALLM, NH-5",Ramirrddy,
Andhra Pradesh,Guntur,Jayalakshmi Cold Storages,"AGRICULTURAL MARKET YARD PREMISES, NALLAPADU ROAD",P Srinivas,2744
Andhra Pradesh,Guntur,Jeevanasri Cold Storage Pvt Ltd,JONNALAGADDA GRAMAMNARASA RAO PETA,Nagaraju,
Andhra Pradesh,Guntur,"Jonnala Usha Jyothi , W/O Brahmananda Reddy","R&B Road From Kollipara To Gudibandivaripalem Road, 2nd Ward, Kollipara Village And Mandal",,200
Andhra Pradesh,Guntur,JyothiswaroopaColddivison Pvt Ltd,NH5DNO9-134 ANKI REDDY PALEM,Venkatreddy,6300
Andhra Pradesh,Guntur,K. Somaiah,"Kondrupadu Village, Parthipadu Mandal",,9539
Andhra Pradesh,Guntur,K.S.R. Cold Storages Pvt Ltd,AMBAPURAM VILAGE DACHEPALLY MANDAL,Ch.Mastannaidu,5400
Andhra Pradesh,Guntur,K.Venkateswara Sarma & K.Lakshmi Prasannam,"Ananthavaram Village, Kolluru Mandal",,296.87
Andhra Pradesh,Guntur,Kalpana Rural Godown ( Jetti Kalpana Devi ),"Narasayapalem Village, Baptala Mandal",,124
Andhra Pradesh,Guntur,Kamadhenu Cold Storage,"DNO21864 DUDIPEERPANJA ST, CHOWTRA",Sivareddy,3824
Andhra Pradesh,Guntur,Kanipaka Vigneswara Cold Storage,Boppudi,,4859.4
Andhra Pradesh,Guntur,Kanipakavigneswara Cold Storage,NH-5 BOPUDI CHILAKALURIPET,Haribabu,6000
Andhra Pradesh,Guntur,Karampudi Cold Storage,Petasannegandla,,5513
Andhra Pradesh,Guntur,Karempudi Cold Storage Pvt Ltd,"JULLAKOL ROAD, PETASANNI GANDLAKARAMPUDI",Mallikarjunrao,4800
Andhra Pradesh,Guntur,Kaveri,GT ROAD,Arun,2000
Andhra Pradesh,Guntur,Kaveri Cold Storage,"MILK DAIRY ROAD , RAHAMATH NAGAR, HINDUPUR, , ANAN",Kiran Rao,420
Andhra Pradesh,Guntur,Kaveri Multi Purpose,NH 5 MARCHI YARD,Arun,3000
Andhra Pradesh,Guntur,Kolla Hanumayamma W/O Kolla Nageswara Rao,"Opposite Z.P. High School, Kakumanu Village And Mandal, Guntur District",,300
Andhra Pradesh,Guntur,Kommineni Cold Storage,NH5 DN O5-72 ANKIREDDY PALEM,Swamydhar,4000
Andhra Pradesh,Guntur,Kommineni Cold Storage,ANKIRRDDY PAKEN,Srinivasarao,8086
Andhra Pradesh,Guntur,"Kommineni Rajendra Prasad, Sy.No.47/1, Near Door No. 2-85, Yarlagaddavari Street, Kankatapalem Panchayat, Bapatla Mandal, Guntur Dist.","Kommineni Rajendra Prasad, Sy.No.47/1, Near Door No. 2-85, Yarlagaddavari Street, Kankatapalem Panchayat, Bapatla Mandal, Guntur Dist.",,170
Andhra Pradesh,Guntur,Kondaveedu Cold Storage,MIRCH YARDNALLAPADU ROAD,Rambabu,4000
Andhra Pradesh,Guntur,Kondaveeducildstorage,DNO133 MIRCHI YARD,Verayya,4000
Andhra Pradesh,Guntur,"Kumari Alapati Lakshmi Sowjanya, D/O Purnachandra Rao","Davuluru Village, Kollipara Mandal,",,219.834
Andhra Pradesh,Guntur,KurriAnnapurnammaGovindaReddy Cold Storage,ANKIREDDY PALEM NH-5,K Sambireddy,7000
Andhra Pradesh,Guntur,Kurriannapurna Cold Storage,NEAR MIRCHI YARD,Sambireddy,7000
Andhra Pradesh,Guntur,Kurriannapurnammagovindareddy Cold Storage Pvt Ltd,NH5 DN O5-45 ANKIREDDY PALEM,Sambireddy,5625
Andhra Pradesh,Guntur,Kusamanafh Cold Storage,NH 5 MARCHI YARD,Sambaivarao,
Andhra Pradesh,Guntur,Lakshmi Annapurna Godown(Sri Talluri Lakshmi Venkata Satyanarayana),"D.No.1210/1, Vemuru V & M., Guntur Dt",,783
Andhra Pradesh,Guntur,Lakshmi Balaji Cold Storage,ANKIREDDYPALEM,Balaji,
Andhra Pradesh,Guntur,Lakshmi Prasanna Cold Storage,Ankireddypalem,,8811.69
Andhra Pradesh,Guntur,Lakshminarasimha Cold Storage,ANKIREDDY PALEM VILLAGE,Satyanarayana,5438
Andhra Pradesh,Guntur,Lakshmiprasanna Cold Storage,"LALPURAM, NH-5",Anasuya,5000
Andhra Pradesh,Guntur,Laxmi Vidhya Cold Storage,LALAPURAM,Bhanu,4000
Andhra Pradesh,Guntur,Laxmi lavanya Cold Storage,APPADALA COMPANY ROAD LALPURAN DONKA,Satyanarayana,4500
Andhra Pradesh,Guntur,Laxminarasimha Cold Storage,"D NO 658/A 659B, 660/A ANKIREDDY PALEM VILLAGE",Venkatapathiraju,5400
Andhra Pradesh,Guntur,Laxmivallabha Cold Storage,NH5 LALAPURAM BY PASS ROAD,B Hanumantharao,9763
Andhra Pradesh,Guntur,M.Madanamohana Raju,"Karlapalem Vilage, Bapatla",,4769.62
Andhra Pradesh,Guntur,M/S Amulya Cold Storage (Formerly Lakshmi Balaji Cold Storage Pvt. Ltd.,Lalpuram,,4099
Andhra Pradesh,Guntur,M/S Boppudi Cold Storage (P) Ltd. (Promoter- Shri. R V Subba Rao),Ethukuru,,5800
Andhra Pradesh,Guntur,"M/S Brahamari Cold Storage (P) Ltd. ( Promoters- S/Shri. V P Rao, Ravi Vadlamani And Others)",Ankireddypalli,,7943
Andhra Pradesh,Guntur,"M/S Gurpreet Kaur, Mrs. Saroj, Harmeet Kaur, & Jaswinder Kaur","Tarn Taran,Pandori Gola",,9441
Andhra Pradesh,Guntur,M/S Himabindu Cold Storage Pvt. Ltd.,Nallapadu,,8480
Andhra Pradesh,Guntur,M/S K A G Reddy Cold Storage Pvt. Ltd.,Ankireddypalem,,10060
Andhra Pradesh,Guntur,M/S Kancheti Nageswara Rao & K.Venkata Rao,"Sy.No.183,Rupenguntla Village, Nekarikallu Mandal, Gunur Dt",,203
Andhra Pradesh,Guntur,M/S Kodali Rajyalaxmi Rural Godowns,"D.No.256/2, Vatticheruku V & M, Guntur",,182
Andhra Pradesh,Guntur,M/S Kommineni Cold Storage,Ankireddypalem,,8086
Andhra Pradesh,Guntur,M/S Lakhsmi Malleswari Cold Storage Pvt. Ltd.,Ankireddypalem,,8464
Andhra Pradesh,Guntur,M/S Lakshmi Narashima Cold Storage (P) Ltd. (Promoters-Shri. V S Reddy And Smt. V Atachamma),Ankireddypalli,,5438
Andhra Pradesh,Guntur,M/S Laxmi Durga Rice Mill,"Chinaparimi Village, Tsunduru Mandal, Guntur District",,251
Andhra Pradesh,Guntur,M/S Manjunath Cold Storage Pvt. Ltd.,Lalpuram,,10487
Andhra Pradesh,Guntur,M/S Narayanadri Cold Storage Pvt. Ltd.,Ankireddypalem,,10172.9
Andhra Pradesh,Guntur,M/S Om Siva Gayathri Deep Cold Storage Pvt. Ltd.,Ankireddy Palem,,7200
Andhra Pradesh,Guntur,M/S P.Padma Rural Godowns,"Mulpuru Village, Amarthalur Mandal",,186.12
Andhra Pradesh,Guntur,M/S Ponnam Vidyasri Rural Godown,"Duggirala Village, Dugirala Mandal, Guntur Dt",,346
Andhra Pradesh,Guntur,M/S Ramanjaneya Cold Storage Pvt. Ltd.,Ankireddy Palem,,8650
Andhra Pradesh,Guntur,M/S Sai Teja Godowns(Smt Maddineni Anjali Devi),"Sy No 69/A3, Door No 4-5-26/7A,Kavuru Village, Chilakaluripet",,8238
Andhra Pradesh,Guntur,M/S Sindhuri Cold Storage Pvt. Ltd.,Ankireddypalem,,8985
Andhra Pradesh,Guntur,M/S Soami Warehouse,"Sy.No.729/1, S.Uppalapadu Village, Jammalamadugu Mandal",,8211
Andhra Pradesh,Guntur,M/S Sravanthi Cold Storage Pvt. Ltd,Ankireddy Palem,,9350
Andhra Pradesh,Guntur,M/S Sri Lakshmi Lavanya Cold Storage (P) Ltd. (Promoters-S/Shri. A Satyanarayana And A S Rao),Navabpet,,8528
Andhra Pradesh,Guntur,M/S Sri Sai Surya Cold Storage Pvt. Ltd.,Ankireddy Palem,,7700
Andhra Pradesh,Guntur,M/S Sri Sai Tulasi Cold Storage Pvt. Ltd.,Ankireddypalem,,8700
Andhra Pradesh,Guntur,"M/S Sri. Lakshmi Venkateswara Cold Storage Pvt. Ltd. ( Promoters- S/Shri.K M Reddy, MD,K S Srinivas,Director)",Ankireddypalli,,8615
Andhra Pradesh,Guntur,"M/S Sri.Sai Tirumala Cold Storage (P) Ltd. ( Promoters- S/Shri. G R Rao, G V Rao And Others)",Kesanapally,,10143
Andhra Pradesh,Guntur,"M/S Sridevi Associates ( Sridevi Rural Godowns ), Partnership","S.No.216, Rajupalem,",,4815
Andhra Pradesh,Guntur,M/S Subham Maheswari Cold Storage Pvt. Ltd.,Duggirala,,7500
Andhra Pradesh,Guntur,M/S Tickwell Trexim Pvt. Ltd.,Ankireddypalem,,6438.35
Andhra Pradesh,Guntur,M/S Vemullapalli Raghunath Rural Farmers Warehouse ( Sri Vemulapalli Raghunath),"Pallikona, Bhattiprolu, Guntur",,208
Andhra Pradesh,Guntur,M/S Vigneswara Cold Storage,Nandigama,,10143
Andhra Pradesh,Guntur,M/S Visalakshi Cold Storage Pvt. Ltd.,Ankireddypalem,,8164
Andhra Pradesh,Guntur,M/S Viswa Cold Storage Pvt. Ltd,Ankireddypalem,,2000
Andhra Pradesh,Guntur,M/S. Chaitanya Industires (M/S SNM Storagesystems),"D.No.297/1, 297/2, 292/B/C, 292/B/B, 292/B/A And 296 A & B, Dokiparru (V), Medikonduru (M)",,14416
Andhra Pradesh,Guntur,M/S. Dhullipalla Nageswara Rao Rural Godowns,"Chinthalapudi Village, Chinthalapudi Panchayat, Ponnur Mandal, Guntur",,427
Andhra Pradesh,Guntur,MS Jyothi Swaroopa Cold Storage,,Shri P Siva Rama Krishna Reddy,7600
Andhra Pradesh,Guntur,MS K S R Cold Storage Pvt Ltd,D No 466 3 Nadikudi V Dachepalli M Guntur District,Shri K Sreenivasa,11000
Andhra Pradesh,Guntur,MS Vasaviratna Cold Storage Pvt Ltd,Thikkireddypalem V Parthipadu M Guntur District,Shri Kothuri Venkata Appa Rao,7000
Andhra Pradesh,Guntur,Mag Cold Storage,NH 05 ANKIREDDIPALEM VILLAGE,Ramanjneelu,
Andhra Pradesh,Guntur,Mahalaxmi Cold Storage Pvt Ltd,DURGI ROAD MACHARLA VILAGE MANDAL,S.K.Ameer,4675
Andhra Pradesh,Guntur,"Mandava Tirumala Rao, S/O Subba Ramaiah","Block No. 7, D. No.354/2, Govada Panchayat And Village, Amarthaluru Mandal",,69.3
Andhra Pradesh,Guntur,Mandava Venkata Ratnam,"Block No. 7, D. No.153, Govada Panchayat And Village, Amarthaluru Mandal",,172
Andhra Pradesh,Guntur,Mangalgiri,Mangalagiri Market Yard,,1000
Andhra Pradesh,Guntur,Manikanta Cold Storage,Kubadpuram,,8495
Andhra Pradesh,Guntur,Manikanta Cold Storage Pvt Ltd,KUBHADHPURAMVILAGERAJUPALEMMANDAL,Narayana,
Andhra Pradesh,Guntur,"Maredy Sambi Reddy, S/O Seshi Reddy","Panchayat Road, Thumuluru Village, Kollipara Mandal",,131.634
Andhra Pradesh,Guntur,Mitapalli Cold Storage,NH5 ANKIREDDY PALEM,Rsrinivasarap,
Andhra Pradesh,Guntur,Mittapalemnarayanaswamy Cold Storage,ANKIREDDY PALEM NH-5,Prasadrao,4000
Andhra Pradesh,Guntur,Mohan Rural Godown ( Prathipati Mohan Babu ),"Narasayapalem Village, Baptala Mandal",,123
Andhra Pradesh,Guntur,Mpr Cold Storage,NH 5 MARCHI YARD,S Srikanth,
Andhra Pradesh,Guntur,Ms Green Holdings Inc,,Shri Pochampally Srinivas Rao,4454
Andhra Pradesh,Guntur,Ms Laxmi Vallabha Cold Storage P Ltd,,Shri A Babu Rao,9075
Andhra Pradesh,Guntur,Ms Palanadu Cold Storage,Rentachintala Village Guntur Dist,Ch Madhu Babu,7000
Andhra Pradesh,Guntur,Ms Uday Agro Technology Pvt Ltd,Sy No 66 B Etukur Village Old Guntur Guntur Distt,Shri J K Praveena Kumari,5000
Andhra Pradesh,Guntur,Msr Cold Storage,ETUKURU ROAD,Shankar Rao,
Andhra Pradesh,Guntur,Muvva Gangi Reddy,"Valluru Village, Ward No.4, Kakumanu Mandal",,250
Andhra Pradesh,Guntur,N Bhaskar Rao,Nadikudi,,4769.62
Andhra Pradesh,Guntur,N. Mastan Rao,"Dhulipalla Village, Sattenapalli Mandal",,4769.62
Andhra Pradesh,Guntur,Nagalla Murali,Munipalle/Guntur,,119
Andhra Pradesh,Guntur,Nagothu Mariya Das,"Ravipadu Village, Narasaraopet Mandal",,110
Andhra Pradesh,Guntur,Nandini,ANKIREDDIPALEM VILLAGE,Satishverma,5000
Andhra Pradesh,Guntur,Nandini Cold Storage,ANKIREDDYPALEM VILLAGE,B Subhash,4700
Andhra Pradesh,Guntur,Nannapaneni Sankaraiah,"Survey No.120/7, Village Poondla, Mandal Bapatla, Guntur District",,727
Andhra Pradesh,Guntur,Narasaraopet,Narasaraopet Market Yard,,890
Andhra Pradesh,Guntur,Narayanadri Cold Storage,ACSRAO6[At]EMAIL[Dot]COM,Chandrasekharreddy,10172.9
Andhra Pradesh,Guntur,Nikeleswari Cold Storage,NALLAPADU ROAD NEAR NH-5,Subarao,
Andhra Pradesh,Guntur,P Satyanarayan Raju,Nadikudi,,4769.62
Andhra Pradesh,Guntur,P Venkat Raju,Nadikudi,,4769.62
Andhra Pradesh,Guntur,P. Laxmi Narsimha Rao,Kollur Village And Mandal,,438
Andhra Pradesh,Guntur,P.Chiranjeevi,"Karlapalem Vilage, Bapatla",,4769.62
Andhra Pradesh,Guntur,P.Mallikarjuna Rao & P.Akkeswara Prasad,"S.No.465/4, Village: Addapalli, Mandal: Bhattiprolu",,416
Andhra Pradesh,Guntur,PEDAKAKANI,,R.Sudhakara Rao,77000
Andhra Pradesh,Guntur,Palanadu Cold Storage,RENTACHINTALA VILAGE NEAR MARKET YARD MACHARLA ROA,A.Somasekhar,5400
Andhra Pradesh,Guntur,Panchamukha Cold Storage,"NH-5, ANKIREDDY PALEM",Srinivasarao,4000
Andhra Pradesh,Guntur,Panchamukha Cold Storage,ANKIR EDDY PALEM,Anjeneya,
Andhra Pradesh,Guntur,Panchamukha Cold Storage pvt,ANKIREDDY PALEM NH-5,Narasimhareddy,
Andhra Pradesh,Guntur,Patturi Mohan Rao,"Block No.9, Near Door No.9-73, Vatticherukuru V & M, Guntur",,451.508
Andhra Pradesh,Guntur,Paturi Chenchu Rama Rao,"Kavoor Village, Chilakaluripet Mandal, Guntur District, Andhra Pradesh",,700
Andhra Pradesh,Guntur,Pedasingh Rural Godown ( Karumanchi Pedasingh ),"Narasayapalem Village, Baptala Mandal",,231
Andhra Pradesh,Guntur,Ponnur,Ponnur And Pedanandipadu,,3000
Andhra Pradesh,Guntur,Popular Cold Storage,LALPURAMANKI REDDY PALEMBY PASS ROAD,Sureshbabu,4050
Andhra Pradesh,Guntur,Pothabathuni Koteswaramma & Shri Malleswara Rao,"R.S.No.482/2, Battiprolu Mandal, Guntur District",,450
Andhra Pradesh,Guntur,Pranathi Cold Storage,NH 5 MARCHI YARD,Naraaimharao,5000
Andhra Pradesh,Guntur,Prithvisingh Rural Godown ( Bejawada Prithvisingh ),"Narasayapalem Village, Baptala Mandal",,112
Andhra Pradesh,Guntur,Prudvi Cold Storage,"SATTENAPALLI SITE, NEAR GANDLURU X ROAD, KROSUR RO",V.Venkateswarao,
Andhra Pradesh,Guntur,PsrsonsCold Storage,8-282 TENALI VDALAMUDI,Umasankarrao,3600
Andhra Pradesh,Guntur,Pullareddy Rural Godown ( Kallam Pulla Reddy ),"Narasayapalem Village, Baptala Mandal",,120
Andhra Pradesh,Guntur,Pushpa Athi,KANUPARRU,Krishnamurthy,8000
Andhra Pradesh,Guntur,Pushpavathi Cold Storage,Kanaparru,,4996.76
Andhra Pradesh,Guntur,Puvvada Basmath Kumar,"Jammulapalem Village, Baptla Mandal",,297
Andhra Pradesh,Guntur,R Atchi Reddy,Nadikudi,,4769.62
Andhra Pradesh,Guntur,R. Ranga Rao And R. Subba Rao,"Penumuli, Dugirala Mandal",,362
Andhra Pradesh,Guntur,R.V.Suryanarayan Raju Rep By GPA Holder M.Muralidhara Raju,"Karlapalem Vilage, Bapatla",,4769.62
Andhra Pradesh,Guntur,Raghavendra Cold Storage,ANKIREDDY PALEM NH-5 NALLAPADU ROAD,Venkayeswarareddy,4500
Andhra Pradesh,Guntur,Raghavendra Cold Storage,LALAPURAM,Srinivasarao,1681
Andhra Pradesh,Guntur,Raghavendra Cold Storage,Ankireddypalem,,8192
Andhra Pradesh,Guntur,Ramachandra Deep Cold Storage,"FLAT NO. 303,SAI TOWERS, 1ST LINE,, SANTHI NAGAR",Appa Rao,
Andhra Pradesh,Guntur,Ramadevi Cold Storage,NH 5 MARCHI YARD,Sarath,
Andhra Pradesh,Guntur,RamyaCold Storage,"IST LANE LAKSHMIPURAM, VIJAYA TOWERS",Amarswamy,2565
Andhra Pradesh,Guntur,Ratan Cold Storage,"G.N.T. ROAD,RAJAHMUNDRY",Raja,1500
Andhra Pradesh,Guntur,Rayalapparao Cold Storage,LALPURAM,Apparao,
Andhra Pradesh,Guntur,Repalle,"Repalle, Bhattiprolu And Ponnapally",,6775
Andhra Pradesh,Guntur,S. Rahaman Khan,"Kantheru Village, Tadikonda Mandal",,16158
Andhra Pradesh,Guntur,S.Satyanarayana Raju,"Karlapalem Vilage, Bapatla",,4769.62
Andhra Pradesh,Guntur,S.Srirama Raju,"Karlapalem Vilage, Bapatla",,4769.62
Andhra Pradesh,Guntur,S.V. Cold Storage,NH5 ANKI REDDY PALEM,Surendrababu,5000
Andhra Pradesh,Guntur,SATTANAPALLI,,O.S. Sudhakar,5000
Andhra Pradesh,Guntur,SV Cold Storage,"NARTH RAJPALEM, RAILWAY TRAK ROAD",Krishna,
Andhra Pradesh,Guntur,Sai Cold Storage,"LALPURAM, NH-5 BY PASS ROAD",Malleswarao,5850
Andhra Pradesh,Guntur,SaisankarCold Storage,LALAPURM,Srinivasaarao,5000
Andhra Pradesh,Guntur,Saisatyadev Cold Storage,ROKE143[At]GMAIL[Dot]COM,Rakesh,4500
Andhra Pradesh,Guntur,Saisivam Cold Storage,"270/1 LALPURAM BY-PASS ROAD, NH-5",Sivaramakrishna,4500
Andhra Pradesh,Guntur,Saisivam Cold Storage,NALLAPADU ROAD,Tagjavrao,3000
Andhra Pradesh,Guntur,Sambhavi,CHILAKALURIPET ROAD NEAR MARCHIYARD,Sathish,3000
Andhra Pradesh,Guntur,Sambhavi Cold Storage,ANKIREDDY PALEM NH-5,Anilkumar,3000
Andhra Pradesh,Guntur,Sambhavi Cold Storage,ANKI REDDY PALEM BY-PASS ROAD CHEK POST,Rajesh,5400
Andhra Pradesh,Guntur,Sangamdairy,VADLAMUDI VILAGE CHEBROLU MANDAL,V.Chandrasekhar,1
Andhra Pradesh,Guntur,Sanka Rama Rao & Smt. Sanka Veeraraghavamma,"Panchayati Road, Burripalem Village, Tenali Mandal",,125
Andhra Pradesh,Guntur,Sarachandra Cold Storage pvttd,DNO9-63 ANKI REDDY PALEM BY PASS ROAD,Mvvrprasad,4000
Andhra Pradesh,Guntur,Sarada,NARASARAOPETA,Raghavarao,2000
Andhra Pradesh,Guntur,Sarathchandra Cold Storage,"HILAKALURIPEY, ANKIREDDY PALEM NH-5",Mohanrao,
Andhra Pradesh,Guntur,Seetharama Cold Storage,"LALPUTAM, NALLAPADU ROAD, MIRCHI YARD",Bash,1800
Andhra Pradesh,Guntur,Shambavi Cold Storage,NH5 DNO 6-75 ANKI REDDY PALEM,Subbareddy,3000
Andhra Pradesh,Guntur,Shivaparwathi Cold Storage Pvt Ltd,GANGAVARAM VILAGE NEAR AMBAPUR AMGURAJAL MANDAL,A.Prasad,4000
Andhra Pradesh,Guntur,Shri Adapa Narayana Reddy,Tumuluru/Guntur,,206
Andhra Pradesh,Guntur,Shri Alapati Siva Nageswara Rao,Dandamudi /Guntur,,375
Andhra Pradesh,Guntur,Shri Alapati Subhash Chandra Bose,"Door No. 36, Govada Village, Guntur District",,109.75
Andhra Pradesh,Guntur,Shri Alla Koti Reddy,"Munangi Village, Kotipara Mandal",,194
Andhra Pradesh,Guntur,Shri Bheemavarapu Veera Reddy,"Kollipara Village, Kollipara Mandal",,400
Andhra Pradesh,Guntur,Shri Bhimavarapu Basivi Reddy & Smt.Bhimavarapu Siva Kumari,"Kollipara Village, Kollipara Mandal, Guntur District",,152.8
Andhra Pradesh,Guntur,Shri Chimakurthi Basavaiah,Dandamudi /Guntur,,375
Andhra Pradesh,Guntur,Shri Emani Venkata Reddy,Tsunduru/Guntur,,230
Andhra Pradesh,Guntur,Shri Gaddipati Krishna Kumari,"Govada Village, Guntur District",,64.53
Andhra Pradesh,Guntur,Shri Godavarthy Venkatasubbarao,"D.No.136/1B, Chedalawada Panchayat, Vemuru Mandal,Guntur",,944
Andhra Pradesh,Guntur,Shri Gollapudi Venkateswara Rao,"D.No.6-45, (Site Survey No.1108/B) Village & Mandal : Kolluru District : Guntur",,231
